548.9415358624296, 416.2450178601761, 473.1412995822695, 604.0208544218245, 161.09299569188562, 490.8928858799967, 959.2014692440265, 202.0877748455373, 689.4185004593874, 982.937524350451, 
827.3419617892993, 948.1704124218986, 535.1287180127654, 80.66845135469536, 995.8719465750518, 143.2057631245841, 980.4147010040227, 367.09737596310157, 328.37782955128546, 39.340699567453896, 
802.4350974595895, 187.33299259453395, 648.1616838869338, 874.1637799108438, 614.3171354040508, 868.5264039935515, 972.3748963656624, 690.4176962134756, 577.3502841675313, 859.7306458677418, 
535.7767862051617, 518.0386112600211, 458.70470489958024, 333.01056502149385, 434.0714999353074, 7.105349612599676, 369.6380048177046, 519.992535629648, 66.06779516738904, 694.7878856520169, 
96.651384287882, 341.3892668470543, 81.43970951843748, 217.46912867492196, 273.98246901244215, 291.3002255187017, 757.1366911999254, 771.3971910410902, 418.2225817783334, 97.51315235727797, 
176.0416730446377, 377.5367046151786, 141.23824248495475, 166.47384607511583, 563.2718368031892, 720.8628875362979, 53.60532146962038, 703.0804311677076, 129.1267025034366, 433.13215588383645, 
945.9542861394835, 620.4795963163779, 516.2884118140004, 202.2508694101447, 778.0040962734121, 243.8551608329239, 717.525610096219, 928.8301359063975, 346.2940287736167, 825.747716199, 
698.220619644449, 221.82913024546323, 5.024270546331477, 371.3874708463655, 793.4761210071406, 220.4386676647122, 108.49687880582404, 237.0319867294286, 661.472027144307, 802.2208173649634, 
825.295893352241, 489.0129953526855, 297.98509931367846, 34.07839586349803, 234.05112041431553, 493.7782345148849, 419.3538591990621, 275.93236926484457, 911.012335185684, 220.56789448893355, 
274.0212259231993, 607.2828203577492, 501.87490063230354, 152.38187969144968, 227.99329701417915, 278.33412896136576, 858.8122508707581, 368.87563413719124, 216.39133897257855, 916.2106362823027, 
